event_id,primary_classification,primary_score
26280126,wedding_related,0.969297
26282159,personal,0.518777
26284551,personal,0.980503
26285861,greetings,0.959746
26286641,greetings,0.974498
26288936,personal,0.923514
26294259,organizations,0.451524
26296240,birthday_celebration,0.902762
26296612,birthday_celebration,0.92361
26300998,organizations,0.737073
26305233,birthday_celebration,0.782218
26310489,wedding_related,0.914745
26310706,greetings,0.887881
26315820,greetings,0.986502
26318386,personal,0.8333
26323836,personal,0.441765
26330259,wedding_related,0.551731
26330771,wedding_related,0.880004
26331401,organizations,0.87513
26332249,wedding_related,0.61814
26332654,greetings,0.651846
26334984,birthday_celebration,0.851985
26338035,birthday_celebration,0.830412
26339418,personal,0.888309
26342086,wedding_related,0.999288
26344825,birthday_celebration,0.999236
26346284,birthday_celebration,0.940186
26346425,birthday_celebration,0.980564
26346481,birthday_celebration,0.766377
26349745,birthday_celebration,0.975524
26351268,organizations,0.931734
26351699,personal,0.36828
26353165,greetings,0.969721
26354823,birthday_celebration,0.996181
26356154,organizations,0.877665
26356241,personal,0.975636
26357177,birthday_celebration,0.568855
26358141,wedding_related,0.98735
26358829,birthday_celebration,0.997853
26359396,birthday_celebration,0.870193
26359801,birthday_celebration,0.973843
26359819,organizations,0.439687
26360651,personal,0.864612
26360666,organizations,0.664902
26360676,birthday_celebration,0.978901
26360814,personal,0.921422
26360888,personal,0.804448
26360985,personal,0.547484
26361016,personal,0.937992
26361300,personal,0.658581
26362175,wedding_related,0.875784
26362396,personal,0.877997
26362865,organizations,0.717609
26363007,wedding_related,0.989972
26363012,birthday_celebration,0.881
26363144,birthday_celebration,0.991565
26363463,personal,0.992362
26363670,wedding_related,0.980332
26363744,birthday_celebration,0.532538
26363787,greetings,0.483763
26363793,birthday_celebration,0.939482
26363808,organizations,0.728818
26364436,wedding_related,0.948329
26364557,organizations,0.451524
26365313,greetings,0.969019
26365410,greetings,0.661311
26365419,personal,0.46309
26365481,wedding_related,0.92008
26365683,birthday_celebration,0.421672
26365842,organizations,0.664902
26366010,personal,0.838585
26366200,organizations,0.656797
26366458,organizations,0.56695
26366664,organizations,0.601343
26366803,organizations,0.509019
26366915,personal,0.940461
26367370,personal,0.931322
26367479,greetings,0.998293
26367845,greetings,0.872859
26367885,organizations,0.354949
26368090,birthday_celebration,0.738161
26368199,personal,0.935583
26368228,greetings,0.997704
26368467,personal,0.709759
26368685,birthday_celebration,0.997301
26369298,personal,0.911926
26369438,greetings,0.998293
26369458,wedding_related,0.995679
26369563,birthday_celebration,0.840449
26369665,wedding_related,0.615888
26369672,greetings,0.756983
26369683,birthday_celebration,0.999565
26369880,personal,0.605088
26370066,organizations,0.950581
26370130,birthday_celebration,0.98124
26370176,birthday_celebration,0.817819
26370275,greetings,0.987709
26370300,organizations,0.664902
26371073,birthday_celebration,0.645628
26371110,wedding_related,0.490009
26371318,birthday_celebration,0.601948
26371847,wedding_related,0.765101
26372046,birthday_celebration,0.89688
26372411,birthday_celebration,0.972423
26372425,personal,0.723529
26372468,organizations,0.664902
26372763,greetings,0.902924
26372827,personal,0.417499
26373705,personal,0.488784
26373876,organizations,0.451524
26374285,personal,0.82036
26374381,organizations,0.538358
26374461,organizations,0.615097
26374464,personal,0.902573
26374571,personal,0.837257
26374603,birthday_celebration,0.923528
26374664,personal,0.896448
26374701,personal,0.919872
26374705,organizations,0.888761
26374756,organizations,0.452341
26374832,personal,0.832904
26374922,personal,0.989114
26375028,birthday_celebration,0.965524
26375110,personal,0.503527
26375178,birthday_celebration,0.485118
26375223,organizations,0.831423
26375236,personal,0.63917
26375271,wedding_related,0.476989
26375360,personal,0.844148
26375371,greetings,0.998865
26375379,personal,0.770957
26375646,birthday_celebration,0.955253
26375658,greetings,0.897973
26375716,personal,0.722724
26375860,wedding_related,0.58952
26375940,organizations,0.451524
26376110,personal,0.949295
26376150,personal,0.53888
26376198,greetings,0.991425
26376237,organizations,0.530652
26376291,organizations,0.775572
26376296,birthday_celebration,0.922637
26376464,personal,0.380209
26376489,personal,0.56293
26376618,birthday_celebration,0.943922
26376654,birthday_celebration,0.895615
26376696,personal,0.832852
26376768,personal,0.891074
26377051,wedding_related,0.894982
26377227,birthday_celebration,0.999684
26377316,birthday_celebration,0.915188
26377454,personal,0.795439
26377582,organizations,0.627825
26377701,wedding_related,0.879111
26377793,personal,0.947064
26377904,personal,0.743732
26377926,birthday_celebration,0.994724
26377980,greetings,0.9684
26378053,organizations,0.664902
26378102,greetings,0.735125
26378235,greetings,0.989768
26378508,birthday_celebration,0.88705
26378532,organizations,0.451524
26378546,personal,0.87697
26378755,personal,0.714216
26378832,birthday_celebration,0.972423
26378844,wedding_related,0.862435
26378849,organizations,0.664902
26378877,wedding_related,0.926196
26379038,birthday_celebration,0.520815
26379183,wedding_related,0.378987
26379208,birthday_celebration,0.952408
26379706,organizations,0.990602
26379722,birthday_celebration,0.998442
26379739,personal,0.732375
26379797,greetings,0.957031
26379939,organizations,0.769646
26379960,greetings,0.997852
26379979,birthday_celebration,0.989022
26380027,birthday_celebration,0.993442
26380043,birthday_celebration,0.986209
26380054,birthday_celebration,0.839584
26380181,wedding_related,0.895727
26380184,personal,0.862096
26380188,wedding_related,0.992404
26380200,personal,0.743632
26380232,personal,0.836505
26380307,birthday_celebration,0.923971
26380317,birthday_celebration,0.97139
26380329,wedding_related,0.853878
26380330,personal,0.912714
26380384,personal,0.990592
26380566,greetings,0.969814
26380812,wedding_related,0.964804
26380888,birthday_celebration,0.925619
26380897,birthday_celebration,0.532731
26380937,birthday_celebration,0.978888
26381000,greetings,0.989719
26381022,organizations,0.868765
26381037,birthday_celebration,0.973356
26381099,personal,0.434873
26381212,birthday_celebration,0.942336
26381373,greetings,0.998926
26381413,birthday_celebration,0.961995
26381475,birthday_celebration,0.960837
26381622,wedding_related,0.859577
26381624,birthday_celebration,0.784066
26381817,wedding_related,0.981809
26381896,personal,0.979985
26381918,birthday_celebration,0.99737
26381952,wedding_related,0.846455
26382017,wedding_related,0.713478
26382064,wedding_related,0.769598
26382102,organizations,0.740207
26382104,personal,0.656642
26382126,birthday_celebration,0.849355
26382150,wedding_related,0.743629
26382159,birthday_celebration,0.638971
26382244,personal,0.727197
26382334,wedding_related,0.814462
26382412,personal,0.869553
26382454,personal,0.805729
26382552,personal,0.976857
26382600,personal,0.381834
26382614,wedding_related,0.556281
26382744,organizations,0.864531
26382771,birthday_celebration,0.951364
26382863,personal,0.541187
26382960,personal,0.336585
26382978,greetings,0.999176
26383005,birthday_celebration,0.996491
26383018,personal,0.659068
26383021,personal,0.568277
26383041,greetings,0.964739
26383060,personal,0.69921
26383089,birthday_celebration,0.970383
26383107,wedding_related,0.942771
26383685,other,0.892
26383702,wedding_related,0.921848
26383763,birthday_celebration,0.993925
26383770,birthday_celebration,0.991133
26383835,personal,0.984018
26383844,organizations,0.451524
26383870,organizations,0.751637
26383943,personal,0.511833
26384076,personal,0.414014
26384084,birthday_celebration,0.915618
26384144,greetings,0.993147
26384276,wedding_related,0.774862
26384339,greetings,0.959449
26384434,personal,0.63917
26384465,personal,0.49202
26384484,personal,0.41392
26384522,birthday_celebration,0.876222
26384560,personal,0.406468
26384657,personal,0.679037
26384894,wedding_related,0.777078
26385011,birthday_celebration,0.81623
26385066,birthday_celebration,0.954994
26385218,personal,0.863558
26385346,birthday_celebration,0.907299
26385607,birthday_celebration,0.944447
26385691,wedding_related,0.843365
26385752,organizations,0.623039
26385874,birthday_celebration,0.910829
26385916,personal,0.888774
26386080,birthday_celebration,0.998437
26386228,birthday_celebration,0.468
26386316,wedding_related,0.920503
26386392,personal,0.676061
26386489,wedding_related,0.961963
26386499,organizations,0.468224
26386550,personal,0.76289
26386629,organizations,0.664902
26386774,organizations,0.539387
26386806,personal,0.350513
26386831,personal,0.993183
26387052,personal,0.99123
26387147,personal,0.693733
26365243,birthday_celebration,0.9392
26365678,personal,0.783731
26365695,personal,0.759911
26365738,organizations,0.361116
26366231,organizations,0.866809
26366348,organizations,0.44608
26366385,personal,0.568277
26366601,personal,0.781269
26366787,greetings,0.897421
26366822,organizations,0.601343
26367139,wedding_related,0.848991
26367301,wedding_related,0.910516
26367445,birthday_celebration,0.995589
26367790,personal,0.836505
26368002,personal,0.587251
26368263,birthday_celebration,0.910228
26368420,organizations,0.582241
26368495,personal,0.891442
26368716,personal,0.891074
26368900,birthday_celebration,0.958
26368949,organizations,0.664902
26369019,wedding_related,0.956773
26369789,organizations,0.324429
26369849,birthday_celebration,0.555864
26369867,birthday_celebration,0.935847
26369895,organizations,0.525879
26370175,wedding_related,0.8367
26370263,birthday_celebration,0.999559
26370365,personal,0.575318
26370370,wedding_related,0.967326
26370768,personal,0.782568
26371040,greetings,0.968171
26371056,wedding_related,0.867103
26371204,birthday_celebration,0.964613
26371728,greetings,0.918906
26371792,greetings,0.881431
26371827,personal,0.769922
26371998,wedding_related,0.861462
26372300,birthday_celebration,0.956625
26372603,organizations,0.51629
26372713,wedding_related,0.708133
26373198,wedding_related,0.944589
26373201,personal,0.515345
26373214,birthday_celebration,0.878666
26373437,birthday_celebration,0.983788
26373507,personal,0.903869
26373592,personal,0.469982
26374234,birthday_celebration,0.529965
26374581,personal,0.700416
26374602,wedding_related,0.434724
26374762,greetings,0.988795
26374773,birthday_celebration,0.83917
26374778,birthday_celebration,0.871775
26374849,organizations,0.846125
26374942,personal,0.64365
26374956,wedding_related,0.389208
26375004,birthday_celebration,0.924985
26375122,personal,0.648237
26375197,greetings,0.97576
26375272,birthday_celebration,0.83984
26375374,other,0.828275
26375411,organizations,0.895076
26375446,organizations,0.444752
26375550,birthday_celebration,0.605196
26375603,birthday_celebration,0.829819
26375659,personal,0.721455
26375714,greetings,0.999146
26375980,wedding_related,0.474151
26376162,wedding_related,0.93692
26376281,wedding_related,0.678293
26376310,greetings,0.999496
26376412,greetings,0.531359
26376580,organizations,0.664902
26376636,organizations,0.825854
26376715,birthday_celebration,0.970383
26376777,other,0.447658
26377042,personal,0.826826
26377102,personal,0.402658
26377183,birthday_celebration,0.424514
26377208,personal,0.948087
26377218,greetings,0.974556
26377366,wedding_related,0.746349
26377727,birthday_celebration,0.898404
26377763,wedding_related,0.540341
26377843,wedding_related,0.929253
26377986,birthday_celebration,0.882311
26377989,personal,0.742583
26378012,personal,0.488828
26378033,greetings,0.998293
26378045,personal,0.950074
26378132,birthday_celebration,0.940186
26378275,personal,0.573912
26378321,personal,0.57412
26378383,organizations,0.664902
26378399,greetings,0.981458
26378411,birthday_celebration,0.935816
26378412,wedding_related,0.978029
26378413,birthday_celebration,0.939285
26378573,greetings,0.928699
26378588,other,0.688713
26378626,organizations,0.647614
26378728,greetings,0.989997
26378798,organizations,0.91279
26379015,greetings,0.992022
26379022,greetings,0.756983
26379273,greetings,0.603792
26379387,personal,0.994131
26379513,personal,0.70425
26379674,personal,0.990138
26379748,wedding_related,0.723673
26379883,birthday_celebration,0.89608
26379941,wedding_related,0.885667
26379953,birthday_celebration,0.999232
26380102,organizations,0.661886
26380294,organizations,0.832923
26380532,birthday_celebration,0.937842
26380541,personal,0.953714
26380546,birthday_celebration,0.944453
26380673,greetings,0.783336
26380685,wedding_related,0.682581
26380755,wedding_related,0.743323
26380886,greetings,0.935815
26380952,organizations,0.92071
26381159,organizations,0.620257
26381176,wedding_related,0.929267
26381356,wedding_related,0.968791
26381406,organizations,0.451524
26381425,personal,0.588865
26381571,greetings,0.982931
26381577,birthday_celebration,0.987242
26381814,wedding_related,0.570514
26381874,birthday_celebration,0.985602
26381979,personal,0.513165
26382054,greetings,0.996218
26382058,personal,0.890709
26382096,personal,0.761281
26382111,organizations,0.451524
26382167,birthday_celebration,0.992021
26382191,birthday_celebration,0.902994
26382257,personal,0.555472
26382367,personal,0.550537
26382514,wedding_related,0.650189
26382699,wedding_related,0.910896
26382757,wedding_related,0.896962
26382781,personal,0.710096
26382791,wedding_related,0.977821
26382800,organizations,0.6469
26382907,birthday_celebration,0.994438
26382961,wedding_related,0.985601
26382971,birthday_celebration,0.961095
26383037,organizations,0.870443
26383211,personal,0.915241
26383236,organizations,0.495461
26383252,greetings,0.982865
26383253,birthday_celebration,0.8872
26383288,birthday_celebration,0.970826
26383669,birthday_celebration,0.899174
26383704,birthday_celebration,0.992144
26383776,greetings,0.820875
26383784,birthday_celebration,0.937011
26383855,greetings,0.772258
26383865,personal,0.63917
26383929,wedding_related,0.822634
26383954,greetings,0.993003
26384314,personal,0.471873
26384317,birthday_celebration,0.430354
26384364,birthday_celebration,0.940186
26384462,personal,0.561538
26384557,wedding_related,0.75529
26384634,greetings,0.996798
26384672,personal,0.76715
26384714,greetings,0.974011
26384755,greetings,0.753566
26384765,wedding_related,0.933598
26384841,greetings,0.933899
26384854,greetings,0.987769
26384893,organizations,0.495461
26384902,personal,0.978106
26385056,greetings,0.99948
26385475,organizations,0.961177
26385510,birthday_celebration,0.799464
26385532,personal,0.63917
26385543,personal,0.780245
26385857,birthday_celebration,0.9766
26385869,birthday_celebration,0.913343
26386195,organizations,0.792989
26386355,personal,0.934153
26386423,organizations,0.892748
26386597,organizations,0.664902
26386714,personal,0.857228
26386737,personal,0.54364
26386763,birthday_celebration,0.992254
26386767,organizations,0.912678
26386790,other,0.749102
26386791,wedding_related,0.757608
26387151,personal,0.491583
26387298,greetings,0.84266
26387363,birthday_celebration,0.884479
26387372,wedding_related,0.84958
26387610,wedding_related,0.886446
26387671,personal,0.916638
26387732,wedding_related,0.930418
26387851,organizations,0.729681
26388052,personal,0.688303
26388437,greetings,0.85926
26388553,birthday_celebration,0.982627
26388554,wedding_related,0.548217
26388664,birthday_celebration,0.999677
26388724,birthday_celebration,0.918072
26388966,birthday_celebration,0.886616
26389010,birthday_celebration,0.962114
26389214,personal,0.509881
26389302,organizations,0.761679
26389336,birthday_celebration,0.9214
26389717,personal,0.892902
26390118,birthday_celebration,0.994131
26390140,greetings,0.98111
26390189,birthday_celebration,0.339787
26390286,birthday_celebration,0.999507
26390811,wedding_related,0.513019
26390846,organizations,0.948593
26390851,greetings,0.936253
26391002,greetings,0.744163
26391011,personal,0.895965
26391077,birthday_celebration,0.94042
26391435,wedding_related,0.678293
26391483,personal,0.400634
26391514,wedding_related,0.878338
26391715,birthday_celebration,0.422871
26392289,personal,0.667115
26392417,organizations,0.813324
26392614,personal,0.660668
26393092,greetings,0.94635
26393107,organizations,0.803068
26393223,personal,0.817532
26393269,wedding_related,0.960002
26393408,birthday_celebration,0.998009
26393540,greetings,0.998229
26393884,birthday_celebration,0.995991
26394149,personal,0.810217
26394221,personal,0.953683
26394701,wedding_related,0.474151
26394960,wedding_related,0.98551
26395336,birthday_celebration,0.815559
26395459,greetings,0.979249
26395738,birthday_celebration,0.93877
26395963,personal,0.915994
26396090,personal,0.708537
26396189,birthday_celebration,0.995045
26396275,personal,0.816363
26396655,wedding_related,0.405724
26396744,greetings,0.506864
26396807,personal,0.906953
26396811,birthday_celebration,0.611934
26396826,birthday_celebration,0.832766
26397294,greetings,0.785155
26397387,personal,0.936901
26397760,birthday_celebration,0.961755
26397870,birthday_celebration,0.905848
26398059,birthday_celebration,0.843268
26398498,organizations,0.664902
26398519,wedding_related,0.604445
26398544,greetings,0.973604
26398982,birthday_celebration,0.991812
26399115,personal,0.585248
26399574,organizations,0.664902
26399704,organizations,0.38208
26399807,wedding_related,0.693196
26399889,organizations,0.664902
26400030,personal,0.863053
26400450,wedding_related,0.827813
26400798,personal,0.534112
26401069,greetings,0.99933
26401149,greetings,0.99783
26401251,greetings,0.997359
26401284,organizations,0.428269
26401301,birthday_celebration,0.981122
26401393,personal,0.557913
26401590,organizations,0.601343
26401649,organizations,0.451524
26401857,personal,0.726381
26401873,birthday_celebration,0.671413
26401886,organizations,0.451524
26401910,greetings,0.997244
26402115,organizations,0.486781
26402633,organizations,0.952066
26402647,greetings,0.978836
26386248,greetings,0.97937
26386285,greetings,0.734807
26386391,greetings,0.746445
26386398,organizations,0.927653
26386400,organizations,0.295193
26386595,birthday_celebration,0.972784
26386609,organizations,0.941253
26386618,greetings,0.964758
26386732,wedding_related,0.832867
26387050,birthday_celebration,0.940957
26387167,organizations,0.664902
26387235,greetings,0.949339
26387277,greetings,0.982864
26387337,personal,0.724656
26387344,personal,0.864612
26387433,wedding_related,0.925469
26387504,personal,0.638859
26387657,personal,0.556117
26387668,wedding_related,0.950212
26388133,personal,0.993967
26388163,birthday_celebration,0.902463
26388169,birthday_celebration,0.922238
26388587,personal,0.676757
26388644,wedding_related,0.858405
26388824,personal,0.530897
26388828,greetings,0.919933
26388853,personal,0.729813
26388943,wedding_related,0.813819
26389115,wedding_related,0.960046
26389120,personal,0.883637
26389773,greetings,0.938227
26389774,organizations,0.752611
26389824,birthday_celebration,0.91051
26390520,personal,0.882875
26390597,personal,0.949232
26390604,organizations,0.499863
26390687,personal,0.977178
26390725,personal,0.79821
26390751,birthday_celebration,0.890844
26390760,birthday_celebration,0.996386
26390961,wedding_related,0.949497
26390971,birthday_celebration,0.882679
26391502,birthday_celebration,0.998977
26391690,personal,0.7789
26391936,wedding_related,0.77131
26392513,personal,0.983934
26392897,birthday_celebration,0.874254
26393037,birthday_celebration,0.98803
26393339,greetings,0.752229
26393592,organizations,0.686796
26393932,greetings,0.849915
26393940,birthday_celebration,0.9986
26394779,greetings,0.960907
26395281,organizations,0.87887
26395421,personal,0.943037
26395453,personal,0.794815
26395479,organizations,0.927994
26395732,greetings,0.995961
26396214,birthday_celebration,0.990071
26396219,birthday_celebration,0.988793
26396565,birthday_celebration,0.882894
26396681,personal,0.631345
26396787,greetings,0.429444
26396879,greetings,0.988287
26397089,organizations,0.282345
26397409,birthday_celebration,0.779619
26397992,wedding_related,0.828739
26398369,organizations,0.988188
26398483,personal,0.600294
26398529,greetings,0.923941
26398792,personal,0.675851
26398799,birthday_celebration,0.852294
26398991,personal,0.981623
26399340,personal,0.900488
26399870,organizations,0.479599
26399879,greetings,0.994397
26399926,organizations,0.533774
26400151,birthday_celebration,0.928986
26400637,personal,0.957649
26400786,greetings,0.998969
26400816,wedding_related,0.963664
26401182,organizations,0.458974
26401246,birthday_celebration,0.984653
26401682,greetings,0.99989
26401720,personal,0.596983
26401855,personal,0.839611
26402005,wedding_related,0.983773
26402249,personal,0.615825
26402794,personal,0.667632
26402819,personal,0.822992
26402865,personal,0.864612
26402867,personal,0.768763
26366942,personal,0.565338
26366984,wedding_related,0.903599
26367209,birthday_celebration,0.847627
26367333,wedding_related,0.946414
26367612,organizations,0.451524
26367835,personal,0.532069
26368143,birthday_celebration,0.875243
26368172,birthday_celebration,0.998615
26368196,personal,0.89453
26368207,birthday_celebration,0.815559
26368585,personal,0.36828
26368630,greetings,0.794209
26368882,wedding_related,0.940656
26369091,birthday_celebration,0.937163
26369164,personal,0.94781
26369211,personal,0.615327
26369522,personal,0.997524
26369550,organizations,0.685002
26369555,greetings,0.756983
26369682,organizations,0.453433
26369824,wedding_related,0.50058
26369909,personal,0.901794
26369981,birthday_celebration,0.994231
26370154,personal,0.832765
26370879,other,0.606854
26370915,personal,0.625109
26370937,birthday_celebration,0.880872
26370944,birthday_celebration,0.89311
26371162,birthday_celebration,0.979511
26371168,organizations,0.879288
26371205,greetings,0.963006
26371598,birthday_celebration,0.970383
26371605,organizations,0.451524
26371775,greetings,0.933172
26371905,personal,0.524819
26372343,personal,0.836505
26372408,organizations,0.953833
26372843,birthday_celebration,0.661853
26372878,personal,0.887874
26373129,organizations,0.591561
26373188,greetings,0.983362
26373213,birthday_celebration,0.934458
26373698,birthday_celebration,0.722887
26373869,personal,0.701136
26374120,greetings,0.989997
26374127,wedding_related,0.47411
26374206,greetings,0.982057
26374211,wedding_related,0.897559
26374295,personal,0.763649
26374307,greetings,0.857795
26374437,birthday_celebration,0.999202
26374508,greetings,0.991895
26374556,wedding_related,0.951108
26374616,birthday_celebration,0.912831
26374693,organizations,0.59868
26374784,wedding_related,0.913818
26374840,organizations,0.820666
26374848,organizations,0.451524
26374867,birthday_celebration,0.955941
26374891,birthday_celebration,0.987197
26375123,birthday_celebration,0.979369
26375132,wedding_related,0.638384
26375279,wedding_related,0.868956
26375317,personal,0.792943
26375345,personal,0.985834
26375356,birthday_celebration,0.649503
26375460,personal,0.535608
26375624,greetings,0.963536
26375632,birthday_celebration,0.998462
26375704,birthday_celebration,0.957436
26375824,birthday_celebration,0.868837
26375847,birthday_celebration,0.890484
26375964,personal,0.328714
26376295,organizations,0.50617
26376298,birthday_celebration,0.996829
26376318,organizations,0.664902
26376537,birthday_celebration,0.805636
26376641,organizations,0.28881
26376710,greetings,0.973161
26376821,organizations,0.728751
26376857,birthday_celebration,0.914256
26376902,personal,0.830413
26376905,birthday_celebration,0.89092
26376912,greetings,0.999402
26376918,personal,0.851212
26376960,organizations,0.608705
26377008,other,0.88087
26377043,organizations,0.915516
26377089,birthday_celebration,0.984009
26377181,wedding_related,0.644937
26377202,greetings,0.708116
26377229,wedding_related,0.872804
26377336,other,0.737965
26377399,personal,0.568724
26377596,personal,0.823728
26377777,greetings,0.937624
26377800,greetings,0.987735
26377844,personal,0.561084
26377892,birthday_celebration,0.581808
26377961,organizations,0.574131
26378000,wedding_related,0.951324
26378018,personal,0.799205
26378034,personal,0.715263
26378097,greetings,0.969332
26378113,greetings,0.935763
26378263,greetings,0.926611
26378287,birthday_celebration,0.602315
26378296,greetings,0.968283
26378386,personal,0.503404
26378576,greetings,0.933305
26378859,greetings,0.998124
26378887,greetings,0.998293
26378984,personal,0.811258
26379155,personal,0.657232
26379192,birthday_celebration,0.908177
26379562,birthday_celebration,0.850912
26379631,organizations,0.451524
26379716,greetings,0.996931
26379814,greetings,0.988535
26379880,greetings,0.994281
26379893,greetings,0.966807
26379975,personal,0.856169
26379986,personal,0.660462
26379987,personal,0.859844
26380279,personal,0.494193
26380427,organizations,0.555756
26380446,organizations,0.988299
26380585,wedding_related,0.899014
26380599,greetings,0.948623
26380647,other,0.656045
26380650,organizations,0.639273
26380782,birthday_celebration,0.823644
26380822,birthday_celebration,0.997111
26380827,wedding_related,0.886446
26381055,personal,0.725806
26381125,wedding_related,0.84958
26381262,personal,0.986768
26381405,birthday_celebration,0.968813
26381506,birthday_celebration,0.98248
26381687,birthday_celebration,0.822212
26381764,birthday_celebration,0.961365
26381851,greetings,0.87374
26382013,birthday_celebration,0.940789
26382204,personal,0.657908
26382448,wedding_related,0.974964
26382533,birthday_celebration,0.903211
26382584,personal,0.911423
26382615,organizations,0.664902
26382790,wedding_related,0.964804
26382822,birthday_celebration,0.993025
26382896,birthday_celebration,0.843321
26382974,birthday_celebration,0.320484
26383165,birthday_celebration,0.892484
26383286,wedding_related,0.983431
26383321,greetings,0.902412
26383332,wedding_related,0.722638
26383377,organizations,0.404158
26383438,birthday_celebration,0.999082
26383444,personal,0.899295
26383564,birthday_celebration,0.996693
26383583,greetings,0.556737
26383725,personal,0.810535
26383789,organizations,0.451524
26383841,greetings,0.984034
26383880,organizations,0.788031
26383956,personal,0.900704
26383962,personal,0.698244
26384055,greetings,0.948234
26384087,greetings,0.973643
26384169,birthday_celebration,0.947215
26384283,wedding_related,0.896051
26384366,personal,0.486192
26384708,birthday_celebration,0.994537
26384823,personal,0.766127
26384882,birthday_celebration,0.989602
26384897,organizations,0.451524
26384943,greetings,0.979924
26385110,birthday_celebration,0.836829
26385145,personal,0.922099
26385268,personal,0.871838
26385306,birthday_celebration,0.464319
26385466,birthday_celebration,0.971273
26385671,personal,0.610369
26385747,personal,0.541212
26385823,greetings,0.994969
26385855,birthday_celebration,0.935847
26385933,personal,0.776682
26386022,wedding_related,0.892393
26386050,greetings,0.734098
26386091,organizations,0.385638
26386321,wedding_related,0.932169
26386471,greetings,0.608447
26386659,birthday_celebration,0.984859
26386730,organizations,0.747921
26386816,greetings,0.969967
26386903,wedding_related,0.343333
26387019,birthday_celebration,0.952879
26387021,personal,0.796044
26387274,other,0.844819
26387294,organizations,0.537496
26387324,greetings,0.982011
26387360,wedding_related,0.372448
26387623,greetings,0.951388
26387674,greetings,0.955295
26387713,greetings,0.798397
26387946,birthday_celebration,0.958375
26387951,organizations,0.664902
26388460,personal,0.925775
26388536,birthday_celebration,0.990179
26388568,birthday_celebration,0.933362
26388666,greetings,0.983112
26388895,personal,0.554502
26388990,wedding_related,0.992179
26389261,personal,0.924667
26389263,greetings,0.995429
26390111,birthday_celebration,0.994109
26390493,personal,0.803488
26390601,personal,0.789871
26390641,birthday_celebration,0.89092
26390643,organizations,0.775087
26390746,birthday_celebration,0.878206
26390992,birthday_celebration,0.830543
26391058,wedding_related,0.752453
26391130,birthday_celebration,0.853426
26391270,personal,0.635879
26391318,greetings,0.983766
26391378,birthday_celebration,0.794884
26391602,birthday_celebration,0.875117
26391633,personal,0.937371
26391668,personal,0.63917
26392716,organizations,0.591561
26392731,organizations,0.664902
26392794,organizations,0.664902
26393050,greetings,0.986467
26393097,birthday_celebration,0.903698
26393102,birthday_celebration,0.89092
26393240,personal,0.553347
26393248,personal,0.889449
26393398,birthday_celebration,0.863081
26393630,personal,0.677539
26393817,wedding_related,0.94645
26394215,birthday_celebration,0.757844
26394594,personal,0.554143
26394712,personal,0.663164
26394718,wedding_related,0.686396
26394724,birthday_celebration,0.901644
26395110,greetings,0.932898
26395266,greetings,0.995396
26395445,personal,0.779941
26395964,personal,0.837099
26395971,wedding_related,0.667845
26396065,personal,0.42399
26396175,personal,0.775305
26396942,birthday_celebration,0.818294
26397042,greetings,0.969332
26397653,organizations,0.936122
26397676,personal,0.836433
26398068,organizations,0.601343
26398170,greetings,0.879787
26398193,other,0.808521
26398368,greetings,0.969332
26399190,wedding_related,0.946708
26399426,greetings,0.987874
26399759,greetings,0.978482
26399801,personal,0.550866
26399932,organizations,0.865041
26400035,birthday_celebration,0.959215
26400123,birthday_celebration,0.817281
26400202,greetings,0.9916
26400472,personal,0.567206
26400536,personal,0.868981
26400587,personal,0.474727
26400618,personal,0.530514
26400641,personal,0.729681
26400695,personal,0.700015
26400993,birthday_celebration,0.872231
26401132,greetings,0.60067
26401379,personal,0.461517
26401754,personal,0.491607
26401896,personal,0.948621
26401984,wedding_related,0.940674
26402631,birthday_celebration,0.833856
26402669,birthday_celebration,0.875416
26364926,wedding_related,0.507485
26365043,greetings,0.582191
26365384,wedding_related,0.973411
26365539,birthday_celebration,0.982673
26365708,birthday_celebration,0.980759
26365903,greetings,0.989548
26366065,greetings,0.715238
26366070,personal,0.504267
26366448,birthday_celebration,0.73621
26366724,wedding_related,0.552113
26366759,birthday_celebration,0.950411
26366852,personal,0.900613
26366958,birthday_celebration,0.907396
26367091,birthday_celebration,0.939187
26367442,wedding_related,0.94577
26367553,birthday_celebration,0.878206
26367848,greetings,0.639718
26368168,birthday_celebration,0.916126
26368385,birthday_celebration,0.922667
26368465,greetings,0.999725
26368704,organizations,0.946648
26368885,birthday_celebration,0.85579
26368959,personal,0.837059
26369135,organizations,0.451524
26369190,personal,0.563953
26369240,birthday_celebration,0.905359
26369622,personal,0.844577
26369635,personal,0.448831
26370017,personal,0.960483
26370098,personal,0.854883
26370141,personal,0.911482
26370204,organizations,0.451524
26370543,personal,0.697239
26371208,greetings,0.986727
26371220,organizations,0.664902
26371479,personal,0.809199
26371629,birthday_celebration,0.896089
26371720,birthday_celebration,0.460255
26371777,personal,0.603316
26371859,personal,0.54587
26371868,greetings,0.997519
26371893,personal,0.788555
26372084,personal,0.906828
26372225,greetings,0.988682
26372243,birthday_celebration,0.940073
26372560,wedding_related,0.533483
26372609,birthday_celebration,0.9214
26372706,birthday_celebration,0.971722
26373788,organizations,0.745859
26373800,other,0.642364
26374294,personal,0.875216
26374445,personal,0.644865
26374466,personal,0.953783
26374518,wedding_related,0.811472
26374519,wedding_related,0.819062
26374552,personal,0.825555
26374694,birthday_celebration,0.653501
