event_id,primary_classification,primary_score
22971073,personal,0.905461
22974800,wedding_related,0.484846
22975630,wedding_related,0.35105
22976715,personal,0.813748
22976823,birthday_celebration,0.970383
22979725,birthday_celebration,0.962707
22986014,personal,0.5837
22987385,wedding_related,0.504738
22994945,wedding_related,0.666386
22999615,birthday_celebration,0.930487
23002499,wedding_related,0.654374
23004673,organizations,0.380923
23010003,birthday_celebration,0.964768
23011160,wedding_related,0.964804
23012132,greetings,0.603792
23021561,wedding_related,0.883971
23026657,greetings,0.999573
23031455,greetings,0.967792
23032969,organizations,0.664902
23043932,birthday_celebration,0.997016
23045049,personal,0.637043
23048896,organizations,0.98762
23054677,greetings,0.995788
23061240,wedding_related,0.968235
23066582,birthday_celebration,0.931612
23067217,greetings,0.654365
23071234,organizations,0.451524
23072027,personal,0.716169
23083073,wedding_related,0.993818
23086534,organizations,0.324565
23093538,greetings,0.995083
23095196,personal,0.464248
23096513,greetings,0.896717
23100135,organizations,0.417351
23107008,organizations,0.664902
23107383,wedding_related,0.931116
23108309,birthday_celebration,0.827084
23110146,wedding_related,0.878471
23113049,wedding_related,0.851728
23123150,birthday_celebration,0.989476
23125470,wedding_related,0.722478
23126732,birthday_celebration,0.48486
23131561,birthday_celebration,0.970383
23142164,personal,0.554723
23147212,wedding_related,0.934648
23150347,personal,0.377167
23152380,organizations,0.531331
23153482,organizations,0.598365
23153770,organizations,0.59279
23160057,wedding_related,0.843229
23165482,wedding_related,0.956773
23174973,organizations,0.430237
23176953,organizations,0.876181
23177853,wedding_related,0.495917
23189406,organizations,0.473392
23191327,birthday_celebration,0.997534
23193437,personal,0.790538
23212229,organizations,0.563022
23217982,greetings,0.935763
23218596,organizations,0.940389
23226435,birthday_celebration,0.981814
23246310,greetings,0.900592
23252834,organizations,0.643253
23262893,wedding_related,0.947098
23265461,birthday_celebration,0.992643
23274425,birthday_celebration,0.270047
23276300,greetings,0.775986
23278101,greetings,0.997159
23285030,birthday_celebration,0.441342
23296006,organizations,0.601343
23299969,wedding_related,0.959882
23304797,other,0.697311
23308445,wedding_related,0.34922
23313495,birthday_celebration,0.924555
23314467,wedding_related,0.682206
23322613,greetings,0.929783
23327441,organizations,0.664902
23340136,greetings,0.987465
23342520,organizations,0.368033
23352366,birthday_celebration,0.948853
23354276,greetings,0.76267
23358784,organizations,0.634147
23359180,personal,0.66403
23364874,personal,0.787904
23365846,wedding_related,0.919081
23384736,organizations,0.838291
23390903,birthday_celebration,0.992084
23391431,personal,0.471031
23392451,wedding_related,0.882321
23393172,greetings,0.929351
23393640,personal,0.486828
23394037,organizations,0.473666
23401786,birthday_celebration,0.997
23402434,organizations,0.660825
23403478,personal,0.764243
23411912,personal,0.711981
23436153,personal,0.999461
23440481,personal,0.660165
23441290,personal,0.984954
23443488,birthday_celebration,0.957177
23443632,personal,0.629993
23444028,personal,0.473166
23444991,wedding_related,0.847783
23445075,birthday_celebration,0.660577
23446700,personal,0.871731
23446952,wedding_related,0.579422
23454893,birthday_celebration,0.917535
23456456,birthday_celebration,0.91318
23458682,birthday_celebration,0.959202
23462375,personal,0.87147
23469559,wedding_related,0.984409
23478103,birthday_celebration,0.995826
23483295,wedding_related,0.86685
23485171,birthday_celebration,0.916126
23491981,wedding_related,0.93342
23501739,wedding_related,0.947367
23506780,other,0.702444
23507465,birthday_celebration,0.990667
23508844,personal,0.957347
23510641,birthday_celebration,0.999548
23510717,greetings,0.985545
23511121,birthday_celebration,0.932361
23511509,wedding_related,0.816607
23511626,personal,0.627586
23511941,personal,0.889685
23512338,birthday_celebration,0.405957
23512851,wedding_related,0.587016
23513609,birthday_celebration,0.835067
23514035,birthday_celebration,0.855932
23514072,organizations,0.769646
23514720,birthday_celebration,0.995663
23516163,wedding_related,0.975047
23516738,birthday_celebration,0.937386
23516812,birthday_celebration,0.8959
23518754,wedding_related,0.875649
23518791,personal,0.820149
23519195,wedding_related,0.38961
23520160,personal,0.739379
23520348,personal,0.882308
23520963,birthday_celebration,0.981112
23521063,wedding_related,0.907143
23521782,wedding_related,0.785971
23521963,other,0.81802
23522214,personal,0.92387
23522474,birthday_celebration,0.994746
23522582,greetings,0.951959
23522935,personal,0.624438
23523908,birthday_celebration,0.796857
23524700,birthday_celebration,0.918486
23524743,birthday_celebration,0.996969
23525203,personal,0.345841
23525211,wedding_related,0.893053
23525817,wedding_related,0.980856
23526106,personal,0.903704
23526501,personal,0.941277
23526826,wedding_related,0.460452
23527222,wedding_related,0.907602
23527659,organizations,0.430237
23528787,birthday_celebration,0.991539
23529612,personal,0.569337
23529648,birthday_celebration,0.991832
23530201,wedding_related,0.697449
23531461,greetings,0.999763
23531706,wedding_related,0.552447
23531742,birthday_celebration,0.8959
23533328,personal,0.708843
23535215,greetings,0.939422
23536402,organizations,0.591561
23536791,wedding_related,0.681488
23537484,greetings,0.927871
23539384,wedding_related,0.999408
23540258,personal,0.893336
23541557,birthday_celebration,0.994426
23541991,organizations,0.664902
23542026,wedding_related,0.890894
23542847,wedding_related,0.965966
23544648,birthday_celebration,0.994781
23544873,personal,0.88948
23545986,greetings,0.939554
23546673,organizations,0.590057
23550204,organizations,0.525131
23550643,organizations,0.4339
23550823,wedding_related,0.615334
23554182,personal,0.966624
23555270,wedding_related,0.561407
23555919,birthday_celebration,0.954958
23558509,organizations,0.622778
23559346,wedding_related,0.669573
23561436,organizations,0.715324
23561726,personal,0.945233
23562051,personal,0.871666
23562628,greetings,0.973901
23562736,greetings,0.671498
23564753,personal,0.983651
23565076,birthday_celebration,0.995852
23567580,greetings,0.813886
23568157,personal,0.906576
23570212,birthday_celebration,0.989564
23570933,greetings,0.756392
23573391,organizations,0.664902
23575520,personal,0.884017
23577396,wedding_related,0.764564
23578514,organizations,0.637937
23579958,personal,0.799599
23581510,organizations,0.674757
23582448,greetings,0.664173
23583134,greetings,0.951959
23584179,greetings,0.976717
23587891,wedding_related,0.967448
23588505,personal,0.814161
23592763,wedding_related,0.976119
23594711,personal,0.715901
23594784,wedding_related,0.998045
23595540,birthday_celebration,0.829819
23597451,wedding_related,0.451871
23599216,wedding_related,0.814546
23600190,greetings,0.973478
23601665,greetings,0.974553
22808315,birthday_celebration,0.992643
22808325,birthday_celebration,0.992643
22811350,birthday_celebration,0.992643
22812070,birthday_celebration,0.992643
22812636,birthday_celebration,0.992643
22814926,organizations,0.894674
22815245,greetings,0.994298
22816822,organizations,0.430237
22817131,wedding_related,0.99807
22817343,personal,0.792769
22818324,birthday_celebration,0.901663
22818379,organizations,0.591561
22823207,personal,0.792586
22824237,birthday_celebration,0.799078
22824719,personal,0.685434
22828435,birthday_celebration,0.997629
22833516,personal,0.438464
22836256,personal,0.800901
22841640,personal,0.96438
22845901,greetings,0.94302
22848077,personal,0.510727
22851931,wedding_related,0.391618
22852904,greetings,0.968518
22853070,greetings,0.935289
22855857,personal,0.650677
22860381,greetings,0.989534
22866813,other,0.391454
22873792,personal,0.857952
22876315,greetings,0.97583
22876856,greetings,0.996775
22881229,birthday_celebration,0.989282
22888361,wedding_related,0.999172
22890169,greetings,0.945751
22891830,greetings,0.916572
22894642,greetings,0.991631
22896141,greetings,0.994403
22898857,organizations,0.664902
22904939,greetings,0.948385
22908519,greetings,0.978902
22912626,greetings,0.97157
22915042,organizations,0.398577
22918502,greetings,0.974941
22919258,organizations,0.840771
22919294,greetings,0.949945
22921096,birthday_celebration,0.936616
22921947,greetings,0.989924
22921997,greetings,0.978357
22922717,greetings,0.939265
22923243,greetings,0.963338
22923927,greetings,0.950697
22926501,wedding_related,0.808705
22926681,greetings,0.994368
22933024,personal,0.717033
22933564,wedding_related,0.556598
22933745,wedding_related,0.72768
22935620,personal,0.585377
22938466,wedding_related,0.872804
22940002,greetings,0.666021
22940664,wedding_related,0.956446
22948559,greetings,0.983308
22953808,organizations,0.796598
22964529,birthday_celebration,0.971212
22973504,organizations,0.664902
22979379,birthday_celebration,0.988667
22984377,wedding_related,0.673166
22984751,greetings,0.750645
22985329,personal,0.454509
22990229,organizations,0.789934
23003975,organizations,0.759696
23010786,wedding_related,0.979304
23016587,greetings,0.743878
23032248,greetings,0.997598
23069863,birthday_celebration,0.902661
23073793,birthday_celebration,0.997034
23076301,wedding_related,0.836638
23076949,birthday_celebration,0.997802
23078332,wedding_related,0.84958
23086513,organizations,0.430237
23086606,birthday_celebration,0.793476
23086968,birthday_celebration,0.992909
23087075,wedding_related,0.877214
23087581,personal,0.27495
23092385,personal,0.724161
23097176,birthday_celebration,0.89608
23099808,birthday_celebration,0.945815
23104485,greetings,0.986431
23108200,organizations,0.664902
23110990,wedding_related,0.855671
23117567,personal,0.58762
23128585,greetings,0.999069
23134371,organizations,0.388455
23134639,personal,0.525415
23142971,greetings,0.998125
23144883,other,0.279948
23150614,wedding_related,0.820951
23152041,personal,0.657232
23158832,organizations,0.821531
23174757,personal,0.545981
23178882,personal,0.888503
23198989,personal,0.633523
23209579,greetings,0.973911
23214631,birthday_celebration,0.864586
23214883,greetings,0.880885
23223049,personal,0.446097
23227047,birthday_celebration,0.95811
23232528,organizations,0.69054
23248868,organizations,0.664902
23256922,birthday_celebration,0.941923
23258078,wedding_related,0.437925
23264525,birthday_celebration,0.992643
23266361,greetings,0.935763
23267333,birthday_celebration,0.992643
23271185,birthday_celebration,0.992643
23285234,personal,0.737969
23299705,personal,0.990535
23305866,personal,0.761141
23312053,birthday_celebration,0.872789
23320452,wedding_related,0.990351
23321065,greetings,0.756983
23333496,birthday_celebration,0.991088
23334254,wedding_related,0.998562
23336131,greetings,0.975265
23336347,organizations,0.451524
23339414,personal,0.953304
23342700,wedding_related,0.927523
23343420,birthday_celebration,0.9214
23345477,organizations,0.575731
23348867,wedding_related,0.751549
23348904,personal,0.883637
23351789,organizations,0.838393
23352907,wedding_related,0.686325
23356909,birthday_celebration,0.938901
23364190,birthday_celebration,0.896067
23365908,greetings,0.975743
23370497,personal,0.761959
23376195,organizations,0.420888
23379573,birthday_celebration,0.694062
23390867,wedding_related,0.859714
23404671,birthday_celebration,0.987044
23407486,organizations,0.664902
23411840,birthday_celebration,0.618059
23413587,wedding_related,0.849635
23420189,organizations,0.749228
23424706,wedding_related,0.908339
23435512,personal,0.91074
23435949,personal,0.943451
23438581,personal,0.981619
23445425,birthday_celebration,0.708715
23447012,wedding_related,0.920652
23450196,greetings,0.978727
23451511,organizations,0.664902
23453643,birthday_celebration,0.990586
23455013,wedding_related,0.892606
23459236,wedding_related,0.975289
23467466,greetings,0.990273
23471180,wedding_related,0.953171
23475072,personal,0.713127
23491638,wedding_related,0.919843
23495783,personal,0.999039
23499238,greetings,0.989997
23504084,other,0.839876
23504535,other,0.287415
23508395,wedding_related,0.995848
23510606,wedding_related,0.391994
23510939,organizations,0.664902
23511078,personal,0.957371
23511871,organizations,0.613132
23512130,birthday_celebration,0.89092
23512268,birthday_celebration,0.934458
23513104,personal,0.976854
23513749,personal,0.812662
23513818,organizations,0.722025
23514475,wedding_related,0.891898
23514548,personal,0.717686
23515513,greetings,0.789723
23515620,greetings,0.753566
23515767,wedding_related,0.556226
23516847,birthday_celebration,0.932574
23517891,personal,0.346639
23518322,greetings,0.972809
23518582,birthday_celebration,0.980209
23519440,birthday_celebration,0.924985
23519619,greetings,0.974702
23521431,personal,0.861095
23521640,organizations,0.318311
23522510,birthday_celebration,0.537179
23522574,birthday_celebration,0.914633
23524267,birthday_celebration,0.845268
23525382,personal,0.972913
23525565,other,0.638292
23525926,personal,0.918896
23526359,wedding_related,0.981425
23527042,greetings,0.948526
23527295,personal,0.765241
23527512,personal,0.853117
23531094,personal,0.655102
23531885,wedding_related,0.422535
23532074,organizations,0.494351
23532689,personal,0.36828
23533624,greetings,0.949403
23533798,greetings,0.976304
23534311,greetings,0.927871
23535062,greetings,0.915269
23539565,birthday_celebration,0.986532
23539645,greetings,0.99458
23539788,personal,0.975982
23540186,personal,0.961093
23540655,greetings,0.976893
23541622,birthday_celebration,0.883984
23542774,personal,0.994924
23542811,birthday_celebration,0.845849
23542955,wedding_related,0.92013
23544251,birthday_celebration,0.922868
23544829,personal,0.993072
23545372,personal,0.463675
23545515,personal,0.969565
23546245,organizations,0.572393
23546563,greetings,0.933899
23548834,personal,0.899158
23549481,wedding_related,0.880004
23549670,greetings,0.995672
23551365,birthday_celebration,0.993401
23552698,greetings,0.938813
23552989,organizations,0.595882
23553027,greetings,0.975226
23553170,wedding_related,0.83256
23553539,organizations,0.282345
23555559,wedding_related,0.866281
23557501,greetings,0.987303
23557796,personal,0.802032
23559882,personal,0.525944
23560723,organizations,0.55002
23561509,greetings,0.840889
23562663,wedding_related,0.871401
23564824,greetings,0.98807
23565553,organizations,0.451524
23568048,personal,0.771839
23572343,wedding_related,0.903062
23573642,organizations,0.664902
23574869,birthday_celebration,0.741451
23577036,greetings,0.758215
23579526,birthday_celebration,0.834424
23583025,wedding_related,0.677272
23583746,wedding_related,0.78494
23584483,organizations,0.631759
23585945,greetings,0.972247
23586955,wedding_related,0.566942
23587243,organizations,0.430237
23588503,birthday_celebration,0.62268
23588684,organizations,0.842509
23589191,personal,0.448414
23589875,wedding_related,0.991995
23591460,organizations,0.864149
23592002,greetings,0.880406
23595143,birthday_celebration,0.937386
23595323,birthday_celebration,0.988437
23596368,greetings,0.950664
23598390,organizations,0.511577
23599117,wedding_related,0.910632
23600728,birthday_celebration,0.921924
23605086,birthday_celebration,0.998104
23609527,birthday_celebration,0.8769
23610685,greetings,0.985945
23611911,personal,0.681619
23613892,wedding_related,0.89024
23614181,birthday_celebration,0.969821
23615441,personal,0.36828
23616737,organizations,0.923585
23620563,birthday_celebration,0.911325
23622438,birthday_celebration,0.909116
23625727,birthday_celebration,0.681647
23626563,birthday_celebration,0.999096
23626591,personal,0.779514
23627647,personal,0.446927
23633232,personal,0.740227
23633413,greetings,0.989162
23637318,birthday_celebration,0.991243
23637786,wedding_related,0.989035
23641794,birthday_celebration,0.993871
23644787,organizations,0.45873
23645798,personal,0.999577
23651018,personal,0.736845
23653323,greetings,0.896717
23653647,personal,0.810217
23655634,greetings,0.977079
23658732,birthday_celebration,0.994182
23666131,personal,0.943832
23669779,wedding_related,0.966243
23670357,birthday_celebration,0.878206
23674213,personal,0.36828
23674645,wedding_related,0.874201
23676159,greetings,0.753656
23677530,greetings,0.902623
23680381,organizations,0.878406
23681682,personal,0.526283
23684652,organizations,0.636168
22874853,greetings,0.996173
22880833,greetings,0.910512
22885286,greetings,0.909472
22887519,wedding_related,0.813408
22890091,greetings,0.995706
22893741,greetings,0.965151
22896754,birthday_celebration,0.999645
22901553,greetings,0.995394
22903439,greetings,0.998726
22907857,birthday_celebration,0.9214
22912721,greetings,0.75444
22921709,greetings,0.776439
22926105,greetings,0.999875
22933889,greetings,0.718566
22933925,birthday_celebration,0.53395
22943928,greetings,0.935763
22947438,birthday_celebration,0.609274
22960799,birthday_celebration,0.913961
22969559,wedding_related,0.827838
22973576,greetings,0.94531
22979905,personal,0.27495
22981431,personal,0.747213
22982914,wedding_related,0.987077
22985690,wedding_related,0.851339
22989725,greetings,0.783693
22993239,personal,0.458474
22995291,birthday_celebration,0.921319
22998535,organizations,0.830219
23000387,greetings,0.998934
23000459,birthday_celebration,0.995238
23001396,personal,0.449968
23008597,birthday_celebration,0.912484
23022656,organizations,0.614076
23024531,birthday_celebration,0.943385
23038815,personal,0.776682
23046926,personal,0.934153
23055326,birthday_celebration,0.850727
23062561,personal,0.806931
23063337,organizations,0.664902
23068839,personal,0.951726
23070389,greetings,0.982614
23075884,wedding_related,0.714498
23079340,personal,0.744179
23082893,organizations,0.451524
23091772,birthday_celebration,0.95336
23091880,birthday_celebration,0.995836
23096262,birthday_celebration,0.995223
23111119,birthday_celebration,0.995575
23129449,birthday_celebration,0.939407
23130712,organizations,0.673539
23142019,wedding_related,0.865528
23149664,organizations,0.664902
23162384,personal,0.308119
23167502,personal,0.680194
23167949,greetings,0.947455
23169427,birthday_celebration,0.947769
23174382,organizations,0.664902
23175045,personal,0.858215
23180071,wedding_related,0.756631
23181312,birthday_celebration,0.867893
23182774,wedding_related,0.901722
23188912,birthday_celebration,0.885573
23193257,birthday_celebration,0.610285
23196971,birthday_celebration,0.844091
23206857,personal,0.995977
23228348,birthday_celebration,0.993654
23238333,personal,0.646119
23244689,greetings,0.950097
23247823,personal,0.725999
23249877,organizations,0.300958
23250598,birthday_celebration,0.536358
23251263,greetings,0.969332
23255650,personal,0.919606
23259340,birthday_celebration,0.883244
23259952,birthday_celebration,0.953079
23260493,wedding_related,0.906277
23263865,birthday_celebration,0.992643
23272409,birthday_celebration,0.992643
23274173,personal,0.934153
23279099,organizations,0.974987
23292398,organizations,0.332188
23302660,wedding_related,0.96097
23307507,wedding_related,0.876452
23308409,other,0.888207
23311656,personal,0.681348
23312846,greetings,0.988917
23313819,birthday_celebration,0.951364
23315500,birthday_celebration,0.95097
23320777,wedding_related,0.933438
23344106,organizations,0.451524
23346343,wedding_related,0.563572
23350888,birthday_celebration,0.993002
23356296,greetings,0.47848
23357449,greetings,0.951969
23359144,organizations,0.844916
23361811,birthday_celebration,0.498605
23363074,birthday_celebration,0.811773
23365294,birthday_celebration,0.933352
23367544,personal,0.556999
23368516,organizations,0.664902
23375547,birthday_celebration,0.94585
23377565,greetings,0.992398
23380522,greetings,0.975172
23381674,organizations,0.664902
23384904,birthday_celebration,0.8386
23389209,birthday_celebration,0.73157
23392980,greetings,0.910008
23398110,birthday_celebration,0.961995
23402002,personal,0.686442
23404058,birthday_celebration,0.733974
23404526,organizations,0.831094
23407882,birthday_celebration,0.924985
23408639,wedding_related,0.886849
23411696,personal,0.70123
23412142,greetings,0.467308
23412274,organizations,0.664902
23412322,birthday_celebration,0.898858
23414343,personal,0.918679
23414451,wedding_related,0.985365
23419433,greetings,0.715238
23420502,greetings,0.9774
23422098,birthday_celebration,0.968809
23425867,birthday_celebration,0.915746
23431106,personal,0.686835
23432693,birthday_celebration,0.995956
23432833,greetings,0.823557
23441110,greetings,0.992879
23444737,wedding_related,0.908217
23445196,personal,0.332166
23447168,organizations,0.610434
23452921,greetings,0.961498
23463851,organizations,0.947646
23465655,wedding_related,0.541804
23470424,wedding_related,0.986168
23481911,wedding_related,0.722297
23483083,wedding_related,0.968583
23485231,organizations,0.451524
23486077,personal,0.641759
23486721,organizations,0.591561
23486865,birthday_celebration,0.979334
23488135,birthday_celebration,0.905662
23493171,wedding_related,0.927523
23494480,personal,0.494518
23511914,organizations,0.807003
23512021,wedding_related,0.909585
23512057,greetings,0.950043
23512193,organizations,0.905552
23512195,personal,0.95308
23514648,birthday_celebration,0.993908
23515701,greetings,0.963183
23516349,personal,0.951642
23516667,personal,0.74718
23516746,personal,0.527265
23516846,greetings,0.997536
23517251,birthday_celebration,0.965346
23517710,personal,0.506382
23518793,other,0.765668
23519726,wedding_related,0.360462
23520818,birthday_celebration,0.949499
23521100,personal,0.953169
23521962,greetings,0.917533
23522180,personal,0.64128
23522691,greetings,0.889239
23524122,personal,0.885179
23525564,organizations,0.451524
23525744,greetings,0.99513
23525854,personal,0.64848
23527952,birthday_celebration,0.999533
23531101,wedding_related,0.566906
23531426,wedding_related,0.649814
23531779,greetings,0.997586
23532904,greetings,0.989167
23533408,birthday_celebration,0.89092
23533987,organizations,0.362762
23535603,personal,0.533638
23536288,organizations,0.451524
23537295,personal,0.811819
23537333,personal,0.36828
23537585,other,0.426427
23538486,personal,0.946065
23538952,birthday_celebration,0.945815
23540899,birthday_celebration,0.976754
23542495,greetings,0.965022
23542991,greetings,0.862535
23543712,organizations,0.618514
23545162,birthday_celebration,0.984575
23545226,greetings,0.951179
23545840,birthday_celebration,0.815302
23549274,greetings,0.991039
23552310,personal,0.977102
23555992,wedding_related,0.995836
23556559,greetings,0.99968
23557825,greetings,0.99955
23558473,personal,0.484279
23559193,organizations,0.856267
23563177,organizations,0.664902
23563565,birthday_celebration,0.992409
23564544,birthday_celebration,0.99709
23564969,wedding_related,0.992117
23566374,wedding_related,0.910955
23568236,wedding_related,0.906513
23571339,organizations,0.67881
23573752,organizations,0.498138
23574978,organizations,0.810629
23577107,personal,0.633516
23580933,personal,0.379642
23583386,organizations,0.664902
23583971,birthday_celebration,0.928878
23586413,wedding_related,0.831409
23586487,greetings,0.923251
23586999,wedding_related,0.951994
23588188,personal,0.505542
23588323,wedding_related,0.311482
23588864,organizations,0.430237
23589153,organizations,0.664902
23590848,personal,0.717012
23592516,greetings,0.79192
23592770,birthday_celebration,0.93917
23594313,birthday_celebration,0.713803
23594962,wedding_related,0.885534
23597523,personal,0.651474
23598893,greetings,0.684601
23601414,birthday_celebration,0.941617
23601918,personal,0.617727
23602854,birthday_celebration,0.922738
23603214,personal,0.559306
23606205,greetings,0.926611
23606928,greetings,0.979555
23607940,organizations,0.664902
23608627,wedding_related,0.962893
23610937,wedding_related,0.999035
23611265,greetings,0.928699
23612200,personal,0.812624
23617601,wedding_related,0.566086
23621789,wedding_related,0.612777
23621933,personal,0.5156
23624386,personal,0.508997
23624493,wedding_related,0.924104
23625400,wedding_related,0.615918
23625401,wedding_related,0.998357
23627935,birthday_celebration,0.919623
23628080,greetings,0.756983
23628295,greetings,0.926611
23630964,wedding_related,0.837283
23634964,greetings,0.896717
23638218,birthday_celebration,0.916878
23641180,greetings,0.99444
23643669,greetings,0.999336
23644066,birthday_celebration,0.952869
23651630,wedding_related,0.910298
23654764,personal,0.990269
23655523,birthday_celebration,0.614668
23658191,wedding_related,0.969789
23659237,greetings,0.990368
23666275,wedding_related,0.870789
23671329,organizations,0.664902
23675005,wedding_related,0.577285
23676663,greetings,0.993079
23676771,personal,0.823541
23686961,birthday_celebration,0.902661
23700224,greetings,0.952993
23703544,birthday_celebration,0.872145
23704912,organizations,0.664902
23707759,personal,0.796787
23707867,personal,0.928483
23711692,greetings,0.465225
23712270,wedding_related,0.757894
23712630,wedding_related,0.974389
23713314,wedding_related,0.488284
23717744,birthday_celebration,0.941321
23729697,birthday_celebration,0.995074
23730166,wedding_related,0.702614
23732616,wedding_related,0.975199
23733950,greetings,0.985727
23734095,personal,0.985113
23738826,wedding_related,0.997433
23747576,wedding_related,0.739722
23748080,organizations,0.568421
23749234,greetings,0.972959
23749954,personal,0.8625
23750495,organizations,0.664902
23766972,wedding_related,0.752464
23776961,birthday_celebration,0.982581
23782225,personal,0.758714
23786803,personal,0.847166
23791166,birthday_celebration,0.779549
23955399,personal,0.855706
23977461,personal,0.945061
24010817,organizations,0.282345
24012403,birthday_celebration,0.964231
24012521,greetings,0.836429
24015685,personal,0.945144
24017281,personal,0.697698
22788485,greetings,0.999431
22790041,birthday_celebration,0.992643
22790731,birthday_celebration,0.992643
22792149,birthday_celebration,0.992643
22794151,birthday_celebration,0.992643
22798953,birthday_celebration,0.992643
22800069,birthday_celebration,0.992643
22802678,birthday_celebration,0.992643
22804714,birthday_celebration,0.992643
22806428,birthday_celebration,0.992643
22811278,birthday_celebration,0.992643
22816320,wedding_related,0.719588
22817909,wedding_related,0.910516
22822113,greetings,0.593041
22823567,birthday_celebration,0.99641
22825875,wedding_related,0.718603
22831298,organizations,0.926785
22836707,greetings,0.987064
22842328,birthday_celebration,0.924614
22843628,birthday_celebration,0.945023
22845937,greetings,0.862334
22847537,wedding_related,0.870202
22851427,greetings,0.896717
22863388,greetings,0.970162
22868145,wedding_related,0.870988
22869790,greetings,0.907354
22870200,greetings,0.892164
22871172,greetings,0.98695
22889371,greetings,0.951228
22899105,wedding_related,0.577868
22901300,greetings,0.960066
22905768,greetings,0.950951
22910069,greetings,0.91412
22912698,greetings,0.908709
22926036,organizations,0.561937
22926177,birthday_celebration,0.763197
22929885,greetings,0.986561
22929979,birthday_celebration,0.932809
22930714,wedding_related,0.848188
22932434,personal,0.458426
22938142,birthday_celebration,0.997659
22938452,birthday_celebration,0.999128
22940758,personal,0.919271
22945133,birthday_celebration,0.996491
22945191,personal,0.997101
22947605,personal,0.768909
22959406,greetings,0.768785
22969653,personal,0.38787
22974836,personal,0.431335
22977277,wedding_related,0.630019
22984954,greetings,0.896717
22987155,wedding_related,0.99966
22989509,greetings,0.981396
22989891,other,0.85553
22991777,birthday_celebration,0.996569
23003953,wedding_related,0.970075
23009520,wedding_related,0.926331
23014906,birthday_celebration,0.996791
23015253,personal,0.815931
23024999,birthday_celebration,0.560691
23028322,birthday_celebration,0.966247
23033705,organizations,0.865402
23037355,organizations,0.31975
23037463,greetings,0.974685
23039608,greetings,0.899666
23054086,birthday_celebration,0.600612
23059003,birthday_celebration,0.933174
23083484,greetings,0.998293
23089956,greetings,0.991098
23101742,greetings,0.977079
23119083,birthday_celebration,0.88919
23123313,birthday_celebration,0.842997
23128008,birthday_celebration,0.874254
23134444,wedding_related,0.668851
23141190,wedding_related,0.942945
23141875,birthday_celebration,0.971055
23142395,personal,0.663821
23151717,greetings,0.624428
23155752,organizations,0.406577
23159805,organizations,0.90589
23160043,greetings,0.594696
23172076,birthday_celebration,0.718811
23178162,greetings,0.928537
23186715,personal,0.827354
23196827,wedding_related,0.973215
23216971,birthday_celebration,0.981667
23225931,wedding_related,0.978689
23226075,birthday_celebration,0.659972
23231387,organizations,0.989054
23235557,greetings,0.767294
23246094,organizations,0.876948
23260817,wedding_related,0.885534
23261669,birthday_celebration,0.64773
23262725,wedding_related,0.932262
23263913,birthday_celebration,0.992643
23264057,birthday_celebration,0.992643
23264561,birthday_celebration,0.992643
23280378,greetings,0.609468
23281818,greetings,0.802634
23296258,personal,0.481365
23297088,birthday_celebration,0.939482
23299789,greetings,0.97337
23300257,greetings,0.988727
23310899,birthday_celebration,0.84784
23311043,greetings,0.739579
23312198,wedding_related,0.997946
23314071,wedding_related,0.968858
23318937,wedding_related,0.85845
23319189,personal,0.935762
23325533,organizations,0.451524
23335662,wedding_related,0.664758
23342664,personal,0.799996
23359252,wedding_related,0.717173
23360694,greetings,0.991705
23366067,wedding_related,0.39532
23368552,personal,0.351752
23377060,wedding_related,0.536783
23378251,wedding_related,0.679117
23383474,greetings,0.921255
23385312,personal,0.855542
23386954,personal,0.961209
23388115,birthday_celebration,0.878744
23388739,birthday_celebration,0.996611
23388979,personal,0.571492
23390182,personal,0.957583
23392596,greetings,0.981724
23393856,personal,0.681437
23396342,personal,0.831522
23401520,wedding_related,0.964979
23405463,wedding_related,0.79841
23407234,birthday_celebration,0.925931
23411924,organizations,0.992359
23414848,personal,0.568277
23418058,birthday_celebration,0.982799
23418094,birthday_celebration,0.981595
23418418,wedding_related,0.646182
23423372,organizations,0.451524
23425505,wedding_related,0.895702
23431900,organizations,0.316658
23433375,personal,0.814639
23434792,birthday_celebration,0.98732
23437789,wedding_related,0.7516
23438533,greetings,0.951205
23445473,personal,0.965527
23447528,wedding_related,0.99054
23451295,birthday_celebration,0.964768
23454436,greetings,0.998768
23458186,wedding_related,0.864049
23463011,organizations,0.366678
23463599,greetings,0.756983
23464969,wedding_related,0.972909
23473259,birthday_celebration,0.784479
23477834,personal,0.986242
23477846,wedding_related,0.899615
23478782,birthday_celebration,0.999756
23480226,birthday_celebration,0.899681
23482703,organizations,0.875608
23482934,wedding_related,0.508086
23484687,wedding_related,0.816415
23484811,wedding_related,0.603013
23485928,birthday_celebration,0.946769
23487883,birthday_celebration,0.972944
23493111,personal,0.999337
23495062,personal,0.652079
23495874,organizations,0.664902
23498120,wedding_related,0.676501
23500784,wedding_related,0.629168
23505111,organizations,0.664902
23508803,birthday_celebration,0.996627
23510389,birthday_celebration,0.901
23511048,organizations,0.664902
23511401,wedding_related,0.662104
23512522,organizations,0.805467
23512555,organizations,0.642194
23513357,birthday_celebration,0.996595
23514511,organizations,0.953472
23517826,personal,0.651314
23518574,personal,0.948252
23518718,greetings,0.998741
23520167,birthday_celebration,0.969387
23520305,wedding_related,0.934671
23520775,birthday_celebration,0.823449
